7000 | 6700 | SYN | 152 | 2022-11-21 00:51:49,940
6700 | 7000 | ACK | 152 | 2022-11-21 00:51:49,940
7000 | 6700 | ACK | 152 | 2022-11-21 00:51:49,940
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:49,942
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:50,443
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:50,778
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:50,779
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:51,599
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:51,602
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:51,602
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:51,603
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:52,218
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:52,220
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:52,823
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:52,826
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:53,429
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:53,431
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:53,431
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:53,433
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:54,255
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:54,258
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:54,258
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:54,260
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:54,260
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:54,261
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:55,194
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:55,196
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:56,192
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:56,194
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:56,959
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:56,961
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:56,961
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:56,962
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:57,698
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:57,701
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:57,701
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:57,703
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:58,584
7000 | 7004 | DATA | 8000 | 2022-11-21 00:51:58,586
7004 | 7000 | ACK | 232 | 2022-11-21 00:51:59,521
